Pool,Pool Notes,Application,Foreground Begin (Unix Time),Foreground End (Unix Time)
,,Terminal,1358129606.06,1358129607.60
,,Google Chrome,1358129609.66,1358129614.44
,,iPhoto,1358129614.96,1358129616.00
,,Google Chrome,1358129616.51,1358129618.06
,,iPhoto,1358129618.57,1358129622.18
,,Google Chrome,1358129622.69,1358130158.02
,,Google Chrome,1358130161.12,1358130163.68
,,Tweetbot,1358130164.20,1358130185.80
,,Google Chrome,1358130186.32,1358130192.99
,,Terminal,1358130193.50,1358130195.56
,,iPhoto,1358130196.08,1358130339.98
,,Finder,1358130340.49,1358130449.04
,,Google Chrome,1358130449.55,1358130514.26
,,iPhoto,1358130516.30,1358130517.84
,,Google Chrome,1358130518.36,1358130522.98
,,iPhoto,1358130523.50,1358130644.76
,,Tweetbot,1358130645.27,1358130646.30
,,iPhoto,1358130646.81,1358130647.32
,,Tweetbot,1358130647.84,1358130665.32
,,iPhoto,1358130665.83,1358130729.52
,,Google Chrome,1358130730.03,1358130742.90
,,iPhoto,1358130743.41,1358130745.61
,,Google Chrome,1358130746.16,1358130762.72
,,iPhoto,1358130763.23,1358130845.35
,,Google Chrome,1358130845.87,1358130856.15
,,iPhoto,1358130856.66,1358130858.72
,,Google Chrome,1358130859.23,1358130949.75
,,Google Chrome,1358130952.32,1358131058.90
,,Tweetbot,1358131059.42,1358131077.91
,,Google Chrome,1358131078.43,1358131112.35
,,Tweetbot,1358131112.86,1358131141.62
,,Google Chrome,1358131142.13,1358131148.81
,,Terminal,1358131149.33,1358131150.87
,,Sublime Text 2,1358131151.38,1358131154.46
,,Google Chrome,1358131154.98,1358131249.56
,,Sublime Text 2,1358131250.08,1358131253.17
,,Google Chrome,1358131253.68,1358131254.19
,,Sublime Text 2,1358131254.71,1358131273.80
,,Google Chrome,1358131274.32,1358131285.15
,,Sublime Text 2,1358131285.66,1358131299.03
,,Google Chrome,1358131299.56,1358131311.94
,,Sublime Text 2,1358131312.46,1358131320.14
,,Google Chrome,1358131320.66,1358131326.30
,,Sublime Text 2,1358131326.82,1358131337.60
,,Google Chrome,1358131338.11,1358131356.67
,,Sublime Text 2,1358131357.19,1358131358.73
,,Google Chrome,1358131359.24,1358131369.02
,,Sublime Text 2,1358131369.53,1358131378.25
,,Google Chrome,1358131378.77,1358131389.08
,,Sublime Text 2,1358131389.60,1358131390.64
,,Sublime Text 2,1358131391.68,1358131399.94
,,Google Chrome,1358131400.45,1358131445.19
,,Google Chrome,1358131447.75,1358131783.25
,,Sublime Text 2,1358131783.76,1358131804.31
,,Google Chrome,1358131804.82,1358131809.53
,,Sublime Text 2,1358131810.04,1358131811.58
,,Google Chrome,1358131812.09,1358131816.72
,,Sublime Text 2,1358131817.24,1358131817.75
,,Google Chrome,1358131818.26,1358131873.37
,,Sublime Text 2,1358131873.88,1358131884.15
,,Google Chrome,1358131884.66,1358131931.00
,,Sublime Text 2,1358131931.52,1358131955.16
,,Sublime Text 2,1358131956.20,1358131964.40
,,Google Chrome,1358131964.91,1358132102.73
,,Sublime Text 2,1358132103.25,1358132105.82
,,Google Chrome,1358132106.33,1358132311.92
,,Sublime Text 2,1358132312.44,1358132336.55
,,Google Chrome,1358132337.07,1358132387.41
,,Sublime Text 2,1358132387.93,1358132412.59
,,Google Chrome,1358132413.11,1358132418.32
,,Sublime Text 2,1358132418.83,1358132427.55
,,Google Chrome,1358132428.07,1358132435.85
,,Sublime Text 2,1358132436.37,1358132442.53
,,Google Chrome,1358132443.05,1358132470.81
,,Sublime Text 2,1358132471.33,1358132476.97
,,Google Chrome,1358132477.48,1358132481.10
,,Sublime Text 2,1358132481.61,1358132488.28
,,Google Chrome,1358132488.81,1358132509.90
,,Sublime Text 2,1358132510.42,1358132514.52
,,Google Chrome,1358132515.04,1358132664.69
,,Sublime Text 2,1358132665.21,1358132675.99
,,Google Chrome,1358132676.51,1358132698.20
,,Sublime Text 2,1358132698.71,1358132703.84
,,Google Chrome,1358132704.35,1358132821.08
,,Tweetbot,1358132821.60,1358132823.66
,,Google Chrome,1358132824.17,1358133254.51
,,Tweetbot,1358133255.03,1358133301.32
,,Google Chrome,1358133301.84,1358133541.93
,,Tweetbot,1358133542.45,1358133545.53
,,Google Chrome,1358133546.04,1358133612.31
,,Sublime Text 2,1358133612.82,1358133674.91
,,Google Chrome,1358133675.41,1358133688.27
,,Sublime Text 2,1358133688.79,1358133702.13
,,Google Chrome,1358133702.64,1358133703.16
,,Sublime Text 2,1358133703.68,1358133718.05
,,Google Chrome,1358133718.56,1358133780.28
,,Sublime Text 2,1358133780.79,1358133781.82
,,Google Chrome,1358133782.33,1358133782.85
,,Sublime Text 2,1358133783.36,1358133792.09
,,Google Chrome,1358133792.61,1358133801.40
,,Sublime Text 2,1358133801.92,1358133811.17
,,Google Chrome,1358133811.68,1358133860.57
,,Sublime Text 2,1358133861.10,1358133863.15
,,Google Chrome,1358133863.66,1358133879.12
,,Sublime Text 2,1358133879.63,1358133918.61
,,Google Chrome,1358133919.12,1358134067.27
,,Tweetbot,1358134067.79,1358134069.34
,,Google Chrome,1358134069.85,1358134218.39
,,Sublime Text 2,1358134218.90,1358134221.47
,,Google Chrome,1358134221.98,1358134231.76
,,Sublime Text 2,1358134232.29,1358134235.36
,,Google Chrome,1358134235.89,1358134247.21
,,Sublime Text 2,1358134247.73,1358134268.23
,,Google Chrome,1358134268.74,1358134332.57
,,Sublime Text 2,1358134333.09,1358134339.24
,,Sublime Text 2,1358134343.87,1358134346.43
,,Google Chrome,1358134346.95,1358134418.45
,,Sublime Text 2,1358134418.97,1358134423.58
,,Google Chrome,1358134424.09,1358134428.23
,,Sublime Text 2,1358134428.75,1358134429.78
,,Google Chrome,1358134430.30,1358134432.36
,,Sublime Text 2,1358134432.87,1358134434.41
,,Google Chrome,1358134434.93,1358134537.27
,,Sublime Text 2,1358134537.79,1358134552.15
,,Google Chrome,1358134552.67,1358134557.32
,,Sublime Text 2,1358134557.84,1358134559.38
,,Google Chrome,1358134559.89,1358134579.97
,,Google Chrome,1358134581.52,1358134582.03
,,xScope,1358134582.55,1358134590.26
,,Finder,1358134590.77,1358134592.32
,,xScope,1358134592.83,1358134610.84
,,Google Chrome,1358134611.36,1358134613.42
,,xScope,1358134613.94,1358134617.54
,,Google Chrome,1358134618.05,1358134730.72
,,Google Chrome,1358134731.74,1358134732.78
,,Tweetbot,1358134733.29,1358134735.34
,,Google Chrome,1358134735.86,1358134816.59
,,Tweetbot,1358134817.10,1358134817.62
,,Sublime Text 2,1358134818.64,1358134820.69
,,Terminal,1358134821.21,1358134835.09
,,Google Chrome,1358134835.60,1358134837.67
,,Sublime Text 2,1358134838.19,1358134841.27
,,Google Chrome,1358134841.80,1358134843.86
,,Tweetbot,1358134844.37,1358134844.89
,,Sublime Text 2,1358134845.92,1358134858.27
,,Google Chrome,1358134858.78,1358134872.17
,,Terminal,1358134872.69,1358134885.52
,,Google Chrome,1358134886.04,1358134910.21
,,Sublime Text 2,1358134911.24,1358134918.43
,,Google Chrome,1358134918.95,1358135170.52
,,Sublime Text 2,1358135171.03,1358135179.81
,,Google Chrome,1358135180.33,1358135180.84
,,Sublime Text 2,1358135181.36,1358135183.42
,,Google Chrome,1358135183.94,1358135189.62
,,Terminal,1358135190.14,1358135190.65
,,Google Chrome,1358135191.17,1358135195.80
,,Terminal,1358135196.31,1358135204.52
,,Google Chrome,1358135205.04,1358135305.30
,,Tweetbot,1358135305.81,1358135307.35
,,Google Chrome,1358135307.86,1358135472.70
,,Google Chrome,1358135474.24,1358135475.27
,,Safari,1358135475.78,1358135482.45
,,Safari,1358135483.48,1358135492.22
,,Google Chrome,1358135492.73,1358135495.82
,,Safari,1358135496.33,1358135506.62
,,Google Chrome,1358135507.13,1358135533.83
,,Tweetbot,1358135534.34,1358135597.09
,,Google Chrome,1358135597.60,1358135603.26
,,Tweetbot,1358135603.78,1358135606.87
,,Google Chrome,1358135607.38,1358135749.85
,,Tweetbot,1358135750.36,1358135751.91
,,Google Chrome,1358135752.42,1358135806.90
,,Google Chrome,1358135807.93,1358135819.26
,,Google Chrome,1358135821.32,1358135823.38
,,iPhoto,1358135823.99,1358135824.51
,,Google Chrome,1358135825.03,1358135852.28
,,iPhoto,1358135852.79,1358135855.90
,,Google Chrome,1358135856.42,1358135979.37
,,iPhoto,1358135979.88,1358135996.33
,,Google Chrome,1358135996.84,1358136007.62
,,iPhoto,1358136008.13,1358136182.83
,,Finder,1358136183.86,1358136191.05
,,Google Chrome,1358136191.57,1358136196.22
,,Tweetbot,1358136196.75,1358136201.94
,,Google Chrome,1358136202.45,1358136244.67
,,Finder,1358136245.20,1358136253.95
,,Google Chrome,1358136254.47,1358136257.56
,,Terminal,1358136258.08,1358136260.13
,,Google Chrome,1358136260.65,1358136261.16
,,Terminal,1358136261.68,1358136269.41
,,Finder,1358136269.93,1358136282.31
,,iPhoto,1358136284.39,1358136307.02
,,Finder,1358136307.54,1358136308.59
,,iPhoto,1358136309.10,1358136312.19
,,Finder,1358136312.71,1358136315.33
,,iPhoto,1358136315.85,1358136347.73
,,Finder,1358136348.24,1358136352.91
,,iPhoto,1358136353.42,1358136359.60
,,Google Chrome,1358136360.12,1358136365.27
,,Tweetbot,1358136365.79,1358136370.45
,,Google Chrome,1358136370.96,1358136398.75
,,Tweetbot,1358136399.27,1358136401.85
,,Sublime Text 2,1358136402.36,1358136434.72
,,Google Chrome,1358136435.23,1358136444.03
,,Sublime Text 2,1358136444.55,1358136454.83
,,Google Chrome,1358136455.34,1358136475.98
,,Sublime Text 2,1358136476.49,1358136482.69
,,Google Chrome,1358136483.21,1358136498.20
,,Terminal,1358136498.71,1358136515.68
,,Google Chrome,1358136516.19,1358136522.39
,,Google Chrome,1358136523.42,1358136539.37
,,Terminal,1358136539.88,1358136542.46
,,Google Chrome,1358136542.98,1358136543.49
,,Sublime Text 2,1358136544.52,1358136548.10
,,Terminal,1358136548.62,1358136550.16
,,Finder,1358136550.67,1358136582.52
,,Finder,1358136583.57,1358136587.19
,,Google Chrome,1358136587.71,1358136588.22
,,Finder,1358136588.74,1358136612.89
,,Finder,1358136614.43,1358136614.94
,,Pixelmator,1358136615.45,1358136628.33
,,Finder,1358136628.85,1358136642.75
,,Sublime Text 2,1358136643.27,1358136657.16
,,Google Chrome,1358136657.67,1358136711.30
,,Sublime Text 2,1358136711.82,1358136713.36
,,Google Chrome,1358136713.89,1358136723.14
,,Sublime Text 2,1358136723.65,1358136727.76
,,Terminal,1358136728.28,1358136739.10
,,Pixelmator,1358136739.61,1358136778.79
,,Google Chrome,1358136779.30,1358136781.36
,,Sublime Text 2,1358136781.87,1358136806.02
,,Google Chrome,1358136806.53,1358136807.05
,,Sublime Text 2,1358136807.57,1358136808.61
,,Pixelmator,1358136809.12,1358136828.21
,,Google Chrome,1358136828.73,1358136833.39
,,Sublime Text 2,1358136833.90,1358136854.98
,,Google Chrome,1358136855.50,1358136928.00
,,Sublime Text 2,1358136928.52,1358136935.21
,,Google Chrome,1358136935.72,1358136942.43
,,Pixelmator,1358136942.94,1358136957.41
,,Google Chrome,1358136957.93,1358136961.54
,,Finder,1358136962.06,1358136967.72
,,Google Chrome,1358136968.24,1358136968.75
,,Google Chrome,1358136970.30,1358136970.81
,,Finder,1358136971.33,1358136972.87
,,Pixelmator,1358136973.38,1358137065.49
,,Google Chrome,1358137066.01,1358137168.37
,,Google Chrome,1358139937.70,1358139949.53
,,Google Chrome,1358139951.59,1358139967.03
,,Google Chrome,1358139968.07,1358141055.72
,,Google Chrome,1358168463.43,1358170371.81
,,Google Chrome,1358173688.47,1358174589.95
,,Google Chrome,1358174667.46,1358175038.98
,,Google Chrome,1358175040.52,1358175064.33
,,Google Chrome,1358181705.77,1358181708.42
,,Google Chrome,1358181714.08,1358181734.12
,,Google Chrome,1358181735.15,1358181736.69
,,Google Chrome,1358181737.72,1358181741.33
,,Tweetbot,1358181741.84,1358181742.37
,,Google Chrome,1358181742.88,1358181749.58
,,Tweetbot,1358181750.09,1358181786.10
,,Google Chrome,1358181786.62,1358181802.58
,,Tweetbot,1358181803.10,1358181854.05
,,Google Chrome,1358181854.56,1358181969.34
,,Finder,1358181969.86,1358181984.27
,,Google Chrome,1358181984.79,1358182040.49
,,Tweetbot,1358182041.01,1358182076.00
,,Google Chrome,1358182076.52,1358182111.52
,,Tweetbot,1358182112.04,1358182190.71
,,Google Chrome,1358182191.22,1358182204.60
,,Tweetbot,1358182205.12,1358182206.15
,,Sublime Text 2,1358182207.19,1358182216.95
,,Terminal,1358182217.47,1358182236.99
,,Sublime Text 2,1358182237.50,1358182266.79
,,Google Chrome,1358182267.30,1358182287.35
,,Terminal,1358182287.86,1358182302.26
,,Sublime Text 2,1358182302.77,1358182307.91
,,Google Chrome,1358182308.43,1358182309.46
,,Sublime Text 2,1358182309.98,1358182315.11
,,Google Chrome,1358182315.63,1358182326.43
,,Sublime Text 2,1358182326.95,1358182329.00
,,Google Chrome,1358182329.53,1358182331.58
,,Sublime Text 2,1358182332.10,1358182333.65
,,Google Chrome,1358182334.16,1358182350.11
,,Sublime Text 2,1358182350.62,1358182353.70
,,Google Chrome,1358182354.21,1358182371.71
,,Tweetbot,1358182372.23,1358182383.03
,,Google Chrome,1358182383.54,1358182387.14
,,Tweetbot,1358182387.65,1358182427.82
,,Google Chrome,1358182428.33,1358182432.96
,,Sublime Text 2,1358182433.48,1358182450.45
,,Google Chrome,1358182450.97,1358182461.79
,,Terminal,1358182462.30,1358182478.24
,,Terminal,1358182479.27,1358182479.79
,,Google Chrome,1358182480.30,1358182497.79
,,Sublime Text 2,1358182498.31,1358182506.51
,,Google Chrome,1358182507.53,1358182516.78
,,Sublime Text 2,1358182517.81,1358182520.88
,,Google Chrome,1358182521.91,1358182527.07
,,Sublime Text 2,1358182528.10,1358182538.37
,,Sublime Text 2,1358182539.39,1358182547.60
,,Google Chrome,1358182548.64,1358182562.03
,,Sublime Text 2,1358182563.07,1358182567.17
,,Google Chrome,1358182568.20,1358182574.88
,,Terminal,1358182575.40,1358182590.30
,,Google Chrome,1358182590.81,1358182648.43
,,Terminal,1358182648.95,1358182649.97
,,Sublime Text 2,1358182650.49,1358182673.08
,,Google Chrome,1358182673.60,1358182681.88
,,Sublime Text 2,1358182682.40,1358182707.57
,,Terminal,1358182708.08,1358182710.65
,,Google Chrome,1358182711.17,1358182715.79
,,Terminal,1358182716.31,1358182726.07
,,Google Chrome,1358182726.58,1358182727.10
,,Sublime Text 2,1358182727.61,1358182734.29
,,Google Chrome,1358182734.80,1358182738.42
,,Terminal,1358182738.93,1358182750.75
,,Google Chrome,1358182751.27,1358182773.38
,,Sublime Text 2,1358182774.42,1358182780.59
,,Google Chrome,1358182781.10,1358182786.78
,,Sublime Text 2,1358182787.29,1358182796.04
,,Google Chrome,1358182797.07,1358182830.01
,,Terminal,1358182830.52,1358182831.04
,,Sublime Text 2,1358182831.55,1358182835.15
,,Google Chrome,1358182835.66,1358182839.33
,,Terminal,1358182839.84,1358182850.63
,,Google Chrome,1358182851.15,1358182920.08
,,Terminal,1358182920.60,1358182936.04
,,Google Chrome,1358182936.56,1358182937.59
,,Tweetbot,1358182938.10,1358182951.48
,,Terminal,1358182952.51,1358182960.74
,,Google Chrome,1358182961.25,1358183044.55
,,Sublime Text 2,1358183045.07,1358183062.02
,,Google Chrome,1358183063.04,1358183089.87
,,Sublime Text 2,1358183090.91,1358183098.11
,,Google Chrome,1358183098.62,1358183116.65
,,Sublime Text 2,1358183117.17,1358183121.28
,,Google Chrome,1358183121.79,1358183124.88
,,Sublime Text 2,1358183125.40,1358183127.45
,,Google Chrome,1358183127.97,1358183135.21
,,Sublime Text 2,1358183135.73,1358183149.10
,,Google Chrome,1358183149.62,1358183189.79
,,Sublime Text 2,1358183190.31,1358183193.39
,,Google Chrome,1358183193.91,1358183194.42
,,Sublime Text 2,1358183194.94,1358183198.57
,,Google Chrome,1358183199.09,1358183209.93
,,Sublime Text 2,1358183210.44,1358183217.63
,,Google Chrome,1358183218.15,1358183226.90
,,Sublime Text 2,1358183227.42,1358183231.52
,,Google Chrome,1358183232.04,1358183240.29
,,Sublime Text 2,1358183240.81,1358183255.19
,,Google Chrome,1358183255.70,1358183279.88
,,Sublime Text 2,1358183280.40,1358183281.94
,,Google Chrome,1358183282.45,1358183284.51
,,Sublime Text 2,1358183285.04,1358183304.56
,,Google Chrome,1358183305.08,1358183377.14
,,Sublime Text 2,1358183377.65,1358183382.28
,,Google Chrome,1358183382.80,1358183383.32
,,Sublime Text 2,1358183383.83,1358183385.38
,,Google Chrome,1358183385.89,1358183392.07
,,Sublime Text 2,1358183392.58,1358183396.17
,,Google Chrome,1358183396.68,1358183399.77
,,Sublime Text 2,1358183400.29,1358183401.32
,,Sublime Text 2,1358183403.90,1358183404.93
,,Google Chrome,1358183405.44,1358183413.70
,,Sublime Text 2,1358183414.22,1358183416.27
,,Google Chrome,1358183416.78,1358183428.14
,,Sublime Text 2,1358183428.66,1358183431.23
,,Google Chrome,1358183431.74,1358183443.08
,,Sublime Text 2,1358183443.60,1358183446.17
,,Google Chrome,1358183446.70,1358183451.92
,,Sublime Text 2,1358183452.45,1358183454.50
,,Google Chrome,1358183455.02,1358183457.62
,,Sublime Text 2,1358183458.13,1358183459.67
,,Google Chrome,1358183460.19,1358183461.75
,,Sublime Text 2,1358183462.26,1358183462.78
,,Sublime Text 2,1358183463.81,1358183465.86
,,Google Chrome,1358183466.37,1358183513.23
,,Sublime Text 2,1358183513.75,1358183515.80
,,Google Chrome,1358183516.32,1358183524.54
,,Tweetbot,1358183525.06,1358183528.67
,,Google Chrome,1358183529.19,1358183546.19
,,Tweetbot,1358183546.70,1358183547.73
,,Sublime Text 2,1358183548.25,1358183556.97
,,Google Chrome,1358183557.48,1358183569.34
,,Sublime Text 2,1358183569.86,1358183573.45
,,Sublime Text 2,1358183574.48,1358183575.00
,,Google Chrome,1358183575.52,1358183629.61
,,Sublime Text 2,1358183630.13,1358183640.40
,,Google Chrome,1358183640.92,1358183654.32
,,Sublime Text 2,1358183654.84,1358183667.68
,,Google Chrome,1358183668.19,1358183679.05
,,Sublime Text 2,1358183679.58,1358183683.18
,,Google Chrome,1358183683.69,1358183689.36
,,Sublime Text 2,1358183689.89,1358183696.06
,,Google Chrome,1358183696.57,1358183721.84
,,Sublime Text 2,1358183722.36,1358183726.46
,,Google Chrome,1358183726.98,1358183729.06
,,Terminal,1358183729.57,1358183782.00
,,Google Chrome,1358183783.03,1358183838.10
,,Tweetbot,1358183838.62,1358183844.80
,,Google Chrome,1358183845.31,1358183873.65
,,Finder,1358183874.16,1358183874.68
,,Google Chrome,1358183875.20,1358183891.15
,,Tweetbot,1358183891.67,1358183893.22
,,Google Chrome,1358183893.73,1358183959.58
,,Tweetbot,1358183960.10,1358183960.61
,,Sublime Text 2,1358183961.65,1358183983.72
,,Google Chrome,1358183984.25,1358183984.77
,,Sublime Text 2,1358183985.28,1358183990.42
,,Google Chrome,1358183990.95,1358183992.49
,,Sublime Text 2,1358183993.00,1358183995.58
,,Sublime Text 2,1358183996.61,1358183999.18
,,Sublime Text 2,1358184000.22,1358184006.40
,,Sublime Text 2,1358184007.43,1358184008.98
,,Google Chrome,1358184009.50,1358184010.01
,,Sublime Text 2,1358184010.53,1358184012.06
,,Google Chrome,1358184012.58,1358184013.09
,,Sublime Text 2,1358184013.61,1358184018.23
,,Google Chrome,1358184018.76,1358184019.27
,,Sublime Text 2,1358184019.79,1358184022.35
,,Google Chrome,1358184022.87,1358184025.44
,,Sublime Text 2,1358184025.96,1358184028.02
,,Google Chrome,1358184028.53,1358184032.13
,,Sublime Text 2,1358184032.65,1358184033.68
,,Google Chrome,1358184034.19,1358184036.24
,,Sublime Text 2,1358184036.76,1358184040.87
,,Google Chrome,1358184041.39,1358184046.05
,,Sublime Text 2,1358184046.56,1358184048.65
,,Terminal,1358184049.16,1358184059.96
,,Google Chrome,1358184060.47,1358184074.36
,,Sublime Text 2,1358184075.40,1358184081.57
,,Sublime Text 2,1358184082.61,1358184087.76
,,Sublime Text 2,1358184088.79,1358184091.88
,,Google Chrome,1358184092.41,1358184094.98
,,Sublime Text 2,1358184095.49,1358184102.70
,,Sublime Text 2,1358184103.73,1358184109.39
,,Google Chrome,1358184109.91,1358184111.97
,,Sublime Text 2,1358184112.50,1358184121.75
,,Google Chrome,1358184122.28,1358184123.83
,,Sublime Text 2,1358184124.35,1358184126.92
,,Google Chrome,1358184127.43,1358184130.00
,,Sublime Text 2,1358184130.52,1358184137.20
,,Terminal,1358184137.72,1358184150.05
,,Sublime Text 2,1358184150.56,1358184155.18
